,x1,x2,label
0,0.30025610801484515,-2.8863278513117674,0
1,0.35576211000216196,0.2554180155635335,0
2,-0.34619979620742214,-0.097035643494785,0
3,-1.4092543392522017,-0.1987191315365251,0
4,-1.2572488378497388,-1.2923307620212248,0
5,-2.883478064571924,-0.7651122673135117,0
6,0.6677107089122738,0.18478902766303218,0
7,-0.9922404390732543,-1.4396204509665003,0
8,-1.5650953286838964,-0.6397557456421152,0
9,-1.9316078268391805,-0.7716618731662299,0
10,1.8742870356675376,0.046819150996119996,0
11,-1.600153676859545,-1.1359726181801308,0
12,-1.4522312763697418,-0.5999320306920652,0
13,-1.5859931560839233,-0.18917001845564552,0
14,-0.6106232464233305,-0.5384323612290547,0
15,-0.6538891951884767,-2.223311380554046,0
16,-1.5411451683001083,-1.1649803989698633,0
17,-1.335960042163103,-0.09733701044110976,0
18,-1.8144463388592138,-1.7813417269548846,0
19,-1.6174483901589227,0.07590896174567696,0
20,0.4786244288729584,-2.1029137483013356,0
21,-1.5782124549327636,0.21205097873460543,0
22,-1.2529774027636624,-1.005142220579808,0
23,-1.1525417254360926,-0.41695682673302115,0
24,-1.961323812945038,-0.11322623148102273,0
25,-0.014882101046583607,1.0767978604419395,0
26,-3.1211759725339303,0.048213156935905443,0
27,-0.3503109161039918,-2.2139583598254715,0
28,-0.27072961483254143,0.0025016847800682918,0
29,-0.377347741473817,0.2057317965468306,0
30,-0.44551882829688194,-0.03714784493642587,0
31,-1.3472922361836615,-2.4522162883467367,0
32,-1.1129507550304822,0.10229122748575614,0
33,-1.9954728957327523,-1.3764383583515407,0
34,-0.6658909140202407,-0.5012962681918045,0
35,-3.386359496127211,1.128749589444661,0
36,-0.6140820429802228,-2.6742774249793215,0
37,1.120893072667216,-0.6473123728099635,0
38,-2.6142643517937163,-2.6127886671106153,0
39,0.11990680956416289,-1.5802634055609859,0
40,-1.039916747597538,-1.1148280571802407,0
41,-2.0764885111170353,-1.7348680182664076,0
42,-1.7144373607947898,-0.6458739126072306,0
43,-1.68712355888835,-1.1613480308624564,0
44,0.2310934346089979,-0.6744562595720716,0
45,-0.37961678094823237,-1.1344773533260366,0
46,-1.8691974689535558,-0.5507922318322811,0
47,-1.6701868671726525,-0.4601242198025528,0
48,-2.591973858945291,-1.0237781313807748,0
49,0.1462463007580459,-0.6862478633119053,0
50,-0.9783616433150074,-0.8709296833996641,0
51,-0.3817648152717529,-1.4894032918072573,0
52,-1.021922133386484,0.05286679025320873,0
53,-1.6298081918361675,-1.1824767574582546,0
54,-1.0198019910794893,-0.16977709050950374,0
55,-2.0300388215510132,-1.049285238635604,0
56,0.3086837736869805,0.46503267499654344,0
57,-0.5852912669865116,1.3414082432759966,0
58,-2.205949003958353,-1.2950813096183493,0
59,-1.1729434695149914,-1.304261109475228,0
60,-0.4969868144356421,-1.5092428893901575,0
61,-1.9175192046812568,-1.8799417848727913,0
62,0.9216466042142062,-0.37138894999351646,0
63,-0.6445668473797752,-0.9640072466785432,0
64,-0.8373073294487643,-0.26011571284890944,0
65,-2.3301411004121277,-2.542400215162173,0
66,-3.011516727338951,-0.2825090064657175,0
