,x,y,z,True Class Label,ERM Classification,Correct
0,1.7713844346808747,-0.6606194196127935,0.895305618757519,1,1,True
1,1.4254882914079228,0.5019904571598887,0.945714454813072,1,1,True
2,3.3513831002440417,1.4790972407023433,1.5425665416898071,1,3,False
3,2.376882093354465,-0.3248095419371344,1.201541643819818,1,2,False
4,0.954962919665817,2.3102466845161365,1.5788234580801528,1,1,True
5,1.3592176034393346,2.4332913233511366,1.6129214158371536,1,1,True
6,-0.7932522703963176,1.826198366493504,0.4430347312858157,1,3,False
7,0.8687438216457717,2.518050135229706,1.99493514874346,1,1,True
8,2.4689733182562894,1.2623604441810898,1.6855881788907925,1,2,False
9,0.8005324600651023,1.9090719237097524,0.6458888993163618,1,1,True
10,-1.377588419549547,1.497543661337446,0.0435610965714996,1,3,False
11,2.231497132404255,-1.67369849198653,0.3784475486704673,1,1,True
12,2.201929132807499,-1.1464096729787565,0.7140519924928105,1,1,True
13,0.9730358217340024,1.103785552669545,1.7153144171513175,1,2,False
14,1.4708010127435247,2.5449608807134965,1.0174368007018204,1,1,True
15,-0.8949128009415974,3.2625497713463303,0.8984970779989732,1,3,False
16,1.4237167257122143,1.4578010674117414,0.93985000338617,1,1,True
17,2.892718562091161,0.7673993985296463,1.370279402117836,1,2,False
18,0.7499653005812383,2.5770803521526844,0.3643810160211077,1,3,False
19,0.7754267025424826,0.4299267273909032,0.7745768793120671,1,1,True
20,0.798904985955319,0.8189610784671704,0.8961091338387908,1,1,True
21,0.8235311522100586,1.8610841024227904,1.1711855199615682,1,1,True
22,1.404244268075105,2.4883481644414345,0.9367785062039088,1,1,True
23,-0.4677846046479532,-0.1581387958570674,0.6142891027512999,1,1,True
24,1.6815594635773945,-0.7573773748771395,0.6439563466342566,1,1,True
25,2.456511976384313,3.765870983684077,1.8903011581480975,1,3,False
26,0.4785500410598174,2.5951511202158484,1.317077665762368,1,1,True
27,0.2418303202852658,2.143259050277852,1.294395174700353,1,1,True
28,1.5182165522369964,1.0908306086264383,1.334587180509912,1,1,True
29,1.0568702529504457,-1.5404129953325991,-0.0203474667908334,1,1,True
30,-0.2164457176796708,1.9254678865349129,0.3326076604204872,1,3,False
31,1.0083663436780523,0.8916899869541185,1.2261017221638992,1,1,True
32,1.1901239332307405,-0.0188701809749214,1.16474307787659,1,1,True
33,2.4268852300678327,0.7934118808706051,1.2087885573363242,1,2,False
34,-0.7989120996401136,3.0117255149326905,1.721314348493524,1,3,False
35,1.6101087815975883,1.5111749156805854,0.6099674357559906,1,1,True
36,1.0139474188810782,2.917527540042768,1.9555418384828416,1,1,True
37,1.5267149973273806,2.38381229607519,1.3903198280005853,1,1,True
38,-1.4001181098883424,3.221310374678565,0.7392594925252184,1,3,False
39,0.6941253180998801,2.342024938168964,1.1017557467142172,1,1,True
40,0.7411701030075777,1.0410721366137845,0.969763109746007,1,1,True
41,-0.5448473813891468,2.095041334448217,0.6025847145870538,1,3,False
42,-0.3526493310488894,-1.809878507224694,-0.2606238197831889,1,1,True
43,1.9177080852974675,3.415218364171262,2.081647770722689,1,3,False
44,-0.9078312397116086,2.884065870743163,0.9931386923441564,1,3,False
45,0.0003283497346832,1.66141450523745,0.0767520489361001,1,3,False
46,2.974568581850217,0.1118364825451775,0.9434969063426768,1,2,False
47,0.2537823859317355,-1.3304628565558336,-0.1124856222746124,1,1,True
48,0.9321689997281722,2.7569214341307475,1.629393693990451,1,1,True
49,3.169808456358016,1.8200491428167207,1.8896516048500995,1,3,False
50,1.7114585797729596,2.4770821455491383,1.164391684676742,1,1,True
51,0.9825882161174724,0.8014638084103844,0.5870639062167289,1,1,True
52,0.9937389358694988,1.5717331071517804,1.4946762448043258,1,1,True
53,1.9630615424501583,-2.0367405153539195,0.457443547434358,1,1,True
54,1.7189027954139455,1.0268510403367073,1.770503383338844,1,2,False
55,0.8042843991208066,1.1722973700017951,0.0871682511834747,1,1,True
56,1.4900236333078896,0.3989295139427127,0.5659500731770225,1,1,True
57,1.8024159161928748,1.6060987997709009,1.4080164792614298,1,1,True
58,1.4698985854190092,2.241138718407645,0.8185680452013966,1,1,True
59,-0.5851397606268995,0.0752625439425376,0.234683458849649,1,1,True
60,-1.2653379737474737,1.7358737203557535,1.3358331731617186,1,3,False
61,0.5554707590243879,1.4516642791981265,0.7508462020239708,1,1,True
62,0.0847514288892622,-1.0384227209436323,0.5385953522601621,1,1,True
63,1.4938844904110935,0.8431028716593688,1.1499024689804396,1,1,True
64,0.2161193523486125,0.6690908881121296,1.1042931641263487,1,1,True
65,-0.0072471684665791,-0.5562669366353301,0.541829870328145,1,1,True
66,0.945676469531194,1.0344909714798665,0.8485146473206417,1,1,True
67,-1.2857824460455505,-0.5080450229675733,0.122044937020577,1,2,False
68,1.058449845069836,0.688763387799675,0.3837837506935979,1,1,True
69,-0.8118782943017953,0.1946061391035394,0.3894030674575256,1,2,False
70,-0.008860592720925,3.208785812628355,1.6515306114560158,1,3,False
71,0.5849589535995909,-1.293158290630636,1.0245002051221748,1,1,True
72,1.8188229022267417,-0.6059884484572453,0.9563963239948122,1,1,True
73,3.008800738444011,2.9700418665758725,2.459918544383618,1,3,False
74,1.2772502459304014,-0.4631937211701815,0.3518078105246495,1,1,True
75,0.924891190630904,-1.1609519687022547,0.0951287999804456,1,1,True
76,2.655211303080769,0.7381920261150026,1.3033154819717798,1,2,False
77,2.774234019940536,0.6653691499886443,1.5790757176833292,1,2,False
78,-0.0598899017586316,2.709585089303785,0.767896716152212,1,3,False
79,2.019165677401321,-0.7866663192882442,1.276737959008422,1,2,False
80,-0.4408416284085221,2.906020514396606,0.5326304222262699,1,3,False
81,3.0413772896745823,2.1023740368104296,2.4777051303050683,1,3,False
82,0.6172436788743809,0.921914378721856,0.4004671544588177,1,1,True
