,x,y,z,t,True_Class_Data
0,-2.4896296465434515,0.16719889646788655,-0.9341846540808859,0.3821614145467783,0
1,-0.4157381717357138,-0.6549450903446978,0.7013299916838158,2.8182353954972434,0
2,-0.09760087636892678,0.5542910226651607,-0.6007081425741235,2.1295815653018986,0
3,-0.1047276161971995,1.29958109925064,-0.5662492589804466,-1.124790740313177,0
4,2.0366631609168997,2.1165256868001716,-1.3403055061765015,0.011535629573268591,0
5,0.4167435476529071,0.7456549670970932,-0.4162529582452229,1.885248753535099,0
6,-2.009794750221194,1.057617276414331,-0.23572554435094517,-0.08199868929389398,0
7,-0.4381658264915902,2.6554540521914505,-1.3586934732183071,2.9633020215665145,0
8,0.08131230465599115,-2.0184879879414934,0.412198142189645,-0.5427800688402393,0
9,-2.5748606736068695,1.12169136496474,-1.9191250584923494,3.215733791519668,0
10,1.2740662690756985,-0.18759414544924824,0.8462016518487112,1.813458438223401,0
11,-0.19131162070999586,0.4863693834630134,-1.0020432331661655,0.5699535677209506,0
12,0.1447730634740345,0.46167089541025375,-0.3490966490318127,2.179393925424594,0
13,-1.7217671209452496,2.247558975962567,-1.959166966834695,0.6218574179289179,0
14,-3.4749769187878043,2.0885272300826623,-1.146369370634306,0.6455089645902583,0
15,-0.16613879977477686,-0.6839993229300578,-1.2943530622099777,1.584210242303246,0
16,-1.7737940120006699,0.6548441668533989,0.2954189827900311,0.06775244616905496,0
17,-1.0246987602355542,1.651265063480268,-2.1506834685585874,2.3050572913338794,0
18,0.38869621431098667,0.9062513559156754,-0.7417338402639722,1.2854027587888877,0
19,-0.8585873980652127,-1.75735369522218,1.694610635989421,1.7345145884188873,0
20,-0.967764252811615,0.7571411167414945,-1.2076148839777596,0.8517630955371016,0
21,-2.0595911795582404,1.5850064959645511,-1.0313616447270486,-0.3487275318807641,0
22,-2.620695432928281,0.9781019186446678,-0.8859207654668741,1.6557487319012838,0
23,-1.601882673922368,2.1232037573949487,-2.028119473542236,1.7996781037914529,0
24,-2.870073717398096,3.795836234496602,-1.6366042735459345,1.1461272067063264,0
